"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"上午 01:10:12.2746103","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: Name"
"上午 01:10:12.2747566","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2748436","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:10:12.2749205","Akagi64.exe","6696","RegQueryValue","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\(Default)","BUFFER OVERFLOW","Length: 12"
"上午 01:10:12.2750262","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: Name"
"上午 01:10:12.2751161","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2751542","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:10:12.2751799","Akagi64.exe","6696","RegQueryValue","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\(Default)","SUCCESS","Type: REG_SZ, Length: 48, Data: Memory Mapped Cache Mgr"
"上午 01:10:12.2752063","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: Name"
"上午 01:10:12.2752461","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2752793","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InprocServer32","NAME NOT FOUND","Desired Access: Read"
"上午 01:10:12.2753153","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2753394","Akagi64.exe","6696","RegOpenKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InprocServer32","SUCCESS","Desired Access: Read"
"上午 01:10:12.2753657","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","SUCCESS","Query: Name"
"上午 01:10:12.2753888","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2754131","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:10:12.2754392","Akagi64.exe","6696","RegQueryValue","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12"
"上午 01:10:12.2754600","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","SUCCESS","Query: Name"
"上午 01:10:12.2754819","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2755045","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:10:12.2755278","Akagi64.exe","6696","RegQueryValue","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32\(Default)","BUFFER OVERFLOW","Length: 12"
"上午 01:10:12.2755540","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","SUCCESS","Query: Name"
"上午 01:10:12.2755849","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2756148","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:10:12.2756442","Akagi64.exe","6696","RegQueryValue","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 68, Data: %SystemRoot%\system32\propsys.dll"
"上午 01:10:12.2756825","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","SUCCESS","Query: Name"
"上午 01:10:12.2757095","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2757389","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:10:12.2757660","Akagi64.exe","6696","RegQueryValue","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 68, Data: %SystemRoot%\system32\propsys.dll"
"上午 01:10:12.2757934","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","SUCCESS","Query: Name"
"上午 01:10:12.2758311","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2758601","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:10:12.2759274","Akagi64.exe","6696","RegQueryValue","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32\ThreadingModel","SUCCESS","Type: REG_SZ, Length: 10, Data: Both"
"上午 01:10:12.2759561","Akagi64.exe","6696","RegCloseKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InProcServer32","SUCCESS",""
"上午 01:10:12.2759765","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: Name"
"上午 01:10:12.2760057","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2760381","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:10:12.2760666","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2760919","Akagi64.exe","6696","RegOpenKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:10:12.2761200","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: Name"
"上午 01:10:12.2761527","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2761842","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:10:12.2762133","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2762381","Akagi64.exe","6696","RegOpenKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:10:12.2762672","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: Name"
"上午 01:10:12.2762956","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2763238","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\LocalServer32","NAME NOT FOUND","Desired Access: Read"
"上午 01:10:12.2763522","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2763769","Akagi64.exe","6696","RegOpenKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\LocalServer32","NAME NOT FOUND","Desired Access: Read"
"上午 01:10:12.2764037","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: Name"
"上午 01:10:12.2764374","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2764675","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"上午 01:10:12.2764949","Akagi64.exe","6696","RegQueryValue","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\AppID","NAME NOT FOUND","Length: 112"
"上午 01:10:12.2765275","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: Name"
"上午 01:10:12.2765544","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2765825","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\LocalServer","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:10:12.2766101","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2766367","Akagi64.exe","6696","RegOpenKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\LocalServer","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:10:12.2766640","Akagi64.exe","6696","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"上午 01:10:12.2766920","Akagi64.exe","6696","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2767144","Akagi64.exe","6696","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2767398","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1F486A52-3CB1-48FD-8F50-B8DC300D9F9D}","NAME NOT FOUND","Desired Access: Read"
"上午 01:10:12.2767705","Akagi64.exe","6696","RegOpenKey","HKCR\CLSID\{1F486A52-3CB1-48FD-8F50-B8DC300D9F9D}","SUCCESS","Desired Access: Read"
"上午 01:10:12.2767997","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: Name"
"上午 01:10:12.2768279","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2768567","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\Elevation","NAME NOT FOUND","Desired Access: Read"
"上午 01:10:12.2768849","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2769107","Akagi64.exe","6696","RegOpenKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\Elevation","NAME NOT FOUND","Desired Access: Read"
"上午 01:10:12.2769465","Akagi64.exe","6696","RegCloseKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS",""
"上午 01:10:12.2769726","Akagi64.exe","6696","RegCloseKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS",""
"上午 01:10:12.2770126","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"上午 01:10:12.2770390","Akagi64.exe","6696","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"上午 01:10:12.2770614","Akagi64.exe","6696","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2770794","Akagi64.exe","6696","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2770998","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1F486A52-3CB1-48FD-8F50-B8DC300D9F9D}","NAME NOT FOUND","Desired Access: Read"
"上午 01:10:12.2771230","Akagi64.exe","6696","RegOpenKey","HKCR\CLSID\{1F486A52-3CB1-48FD-8F50-B8DC300D9F9D}","SUCCESS","Desired Access: Read"
"上午 01:10:12.2771581","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: Name"
"上午 01:10:12.2771842","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2772127","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Classes\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\TreatAs","NAME NOT FOUND","Desired Access: Read"
"上午 01:10:12.2772400","Akagi64.exe","6696","RegQueryKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2772662","Akagi64.exe","6696","RegOpenKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}\TreatAs","NAME NOT FOUND","Desired Access: Read"
"上午 01:10:12.2772947","Akagi64.exe","6696","RegCloseKey","HKCR\CLSID\{1f486a52-3cb1-48fd-8f50-b8dc300d9f9d}","SUCCESS",""
"上午 01:10:12.2778371","Akagi64.exe","6696","CreateFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:10:12.2779032","Akagi64.exe","6696","QueryBasicInformationFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","CreationTime: 2026/4/15 上午 09:44:43, LastAccessTime: 2026/4/22 上午 12:13:23, LastWriteTime: 2026/4/15 上午 09:44:43, ChangeTime: 2026/4/15 下午 05:36:39, FileAttributes: A"
"上午 01:10:12.2779441","Akagi64.exe","6696","CloseFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS",""
"上午 01:10:12.2781651","Akagi64.exe","6696","CreateFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:10:12.2782074","Akagi64.exe","6696","QueryNetworkOpenInformationFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","CreationTime: 2026/4/15 上午 09:44:43, LastAccessTime: 2026/4/22 上午 12:13:23, LastWriteTime: 2026/4/15 上午 09:44:43, ChangeTime: 2026/4/15 下午 05:36:39, AllocationSize: 1601/1/1 上午 08:00:00, EndOfFile: 1601/1/1 上午 08:00:00, FileAttributes: A"
"上午 01:10:12.2782273","Akagi64.exe","6696","CloseFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS",""
"上午 01:10:12.2784259","Akagi64.exe","6696","CreateFile","C:\Windows\System32\propsys.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:10:12.2784653","Akagi64.exe","6696","QueryNetworkOpenInformationFile","C:\Windows\System32\propsys.dll","SUCCESS","CreationTime: 2026/4/15 上午 09:44:43, LastAccessTime: 2026/4/22 上午 01:10:12, LastWriteTime: 2026/4/15 上午 09:44:43, ChangeTime: 2026/4/15 下午 05:32:44, AllocationSize: 1601/1/1 上午 08:00:00, EndOfFile: 1601/1/1 上午 08:00:00, FileAttributes: A"
"上午 01:10:12.2784839","Akagi64.exe","6696","CloseFile","C:\Windows\System32\propsys.dll","SUCCESS",""
"上午 01:10:12.2787713","Akagi64.exe","6696","CreateFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:10:12.2788094","Akagi64.exe","6696","QueryBasicInformationFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","CreationTime: 2026/4/15 上午 09:44:43, LastAccessTime: 2026/4/22 上午 12:13:23, LastWriteTime: 2026/4/15 上午 09:44:43, ChangeTime: 2026/4/15 下午 05:36:39, FileAttributes: A"
"上午 01:10:12.2788259","Akagi64.exe","6696","CloseFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS",""
"上午 01:10:12.2791302","Akagi64.exe","6696","CreateFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:10:12.2791906","Akagi64.exe","6696","QueryNetworkOpenInformationFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","CreationTime: 2026/4/15 上午 09:44:43, LastAccessTime: 2026/4/22 上午 12:13:23, LastWriteTime: 2026/4/15 上午 09:44:43, ChangeTime: 2026/4/15 下午 05:36:39, AllocationSize: 1601/1/1 上午 08:00:00, EndOfFile: 1601/1/1 上午 08:00:00, FileAttributes: A"
"上午 01:10:12.2792147","Akagi64.exe","6696","CloseFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS",""
"上午 01:10:12.2794823","Akagi64.exe","6696","CreateFile","C:\Windows\System32\propsys.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:10:12.2795336","Akagi64.exe","6696","QueryNetworkOpenInformationFile","C:\Windows\System32\propsys.dll","SUCCESS","CreationTime: 2026/4/15 上午 09:44:43, LastAccessTime: 2026/4/22 上午 01:10:12, LastWriteTime: 2026/4/15 上午 09:44:43, ChangeTime: 2026/4/15 下午 05:32:44, AllocationSize: 1601/1/1 上午 08:00:00, EndOfFile: 1601/1/1 上午 08:00:00, FileAttributes: A"
"上午 01:10:12.2795559","Akagi64.exe","6696","CloseFile","C:\Windows\System32\propsys.dll","SUCCESS",""
"上午 01:10:12.2797361","Akagi64.exe","6696","RegOpenKey","HKLM\Software\Microsoft\LanguageOverlay\OverlayPackages\zh-TW","SUCCESS","Desired Access: Read"
"上午 01:10:12.2797701","Akagi64.exe","6696","RegQueryValue","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\zh-TW\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"上午 01:10:12.2797950","Akagi64.exe","6696","RegQueryValue","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\zh-TW\Latest","SUCCESS","Type: REG_SZ, Length: 212, Data: "
"上午 01:10:12.2798205","Akagi64.exe","6696","RegCloseKey","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\zh-TW","SUCCESS",""
"上午 01:10:12.2799684","Akagi64.exe","6696","CreateFile","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_26100.166.255.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\9860581717f0d40a2c1a8e702039228d\propsys.dll.mui","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:10:12.2800400","Akagi64.exe","6696","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_26100.166.255.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\9860581717f0d40a2c1a8e702039228d\propsys.dll.mui","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"上午 01:10:12.2800633","Akagi64.exe","6696","QueryStandardInformationFile","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_26100.166.255.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\9860581717f0d40a2c1a8e702039228d\propsys.dll.mui","SUCCESS","AllocationSize: 28,672, EndOfFile: 48,160, NumberOfLinks: 1, DeletePending: False, Directory: False"
"上午 01:10:12.2800958","Akagi64.exe","6696","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_26100.166.255.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\9860581717f0d40a2c1a8e702039228d\propsys.dll.mui","SUCCESS","SyncType: SyncTypeOther"
"上午 01:10:12.2802922","Akagi64.exe","6696","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2803160","Akagi64.exe","6696","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS","Desired Access: Query Value"
"上午 01:10:12.2803443","Akagi64.exe","6696","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\DontShowSuperHidden","NAME NOT FOUND","Length: 16"
"上午 01:10:12.2803671","Akagi64.exe","6696","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS",""
"上午 01:10:12.2803839","Akagi64.exe","6696","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2804015","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"上午 01:10:12.2804308","Akagi64.exe","6696","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2804503","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer","SUCCESS","Desired Access: Query Value"
"上午 01:10:12.2804705","Akagi64.exe","6696","RegQueryKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:10:12.2804875","Akagi64.exe","6696","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer","SUCCESS","Desired Access: Query Value"
"上午 01:10:12.2805062","Akagi64.exe","6696","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\ShellState","BUFFER OVERFLOW","Length: 12"
"上午 01:10:12.2805257","Akagi64.exe","6696","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\ShellState","SUCCESS","Type: REG_BINARY, Length: 36, Data: 24 00 00 00 3E 28 00 00 00 00 00 00 00 00 00 00"
"上午 01:10:12.2805447","Akagi64.exe","6696","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer","SUCCESS",""
"上午 01:10:12.2805620","Akagi64.exe","6696","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
